,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
2445,Monaco,MCO,1/13/2021,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2446,Monaco,MCO,1/14/2021,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2447,Monaco,MCO,1/15/2021,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2448,Monaco,MCO,1/16/2021,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2449,Monaco,MCO,1/17/2021,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2450,Monaco,MCO,1/18/2021,2400.0,0.0,0.0,0.0,126.0,6.12,0.0,0.0,3211.0,Pfizer/BioNTech,National Council,https://www.monaco-tribune.com/en/2021/01/covid-19-monaco-conducts-three-times-more-tests-than-france/
2451,Morocco,MAR,1/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2452,Morocco,MAR,1/29/2021,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,1219.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2453,Morocco,MAR,1/30/2021,90000.0,0.0,0.0,0.0,45000.0,0.24,0.0,0.0,1219.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2454,Morocco,MAR,1/31/2021,126000.0,0.0,0.0,36000.0,42000.0,0.34,0.0,0.0,1138.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2455,Morocco,MAR,2/1/2021,200081.0,0.0,0.0,74081.0,50020.0,0.54,0.0,0.0,1355.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2456,Morocco,MAR,2/2/2021,257291.0,0.0,0.0,57210.0,51458.0,0.7,0.0,0.0,1394.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2457,Morocco,MAR,2/3/2021,308398.0,0.0,0.0,51107.0,51400.0,0.84,0.0,0.0,1393.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2458,Morocco,MAR,2/4/2021,351723.0,0.0,0.0,43325.0,50246.0,0.95,0.0,0.0,1361.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2459,Morocco,MAR,2/5/2021,408235.0,0.0,0.0,56512.0,51891.0,1.11,0.0,0.0,1406.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2460,Morocco,MAR,2/6/2021,463966.0,0.0,0.0,55731.0,53424.0,1.26,0.0,0.0,1447.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2461,Morocco,MAR,2/7/2021,0.0,0.0,0.0,0.0,54437.0,0.0,0.0,0.0,1475.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2462,Morocco,MAR,2/8/2021,550149.0,0.0,0.0,0.0,50010.0,1.49,0.0,0.0,1355.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2463,Morocco,MAR,2/9/2021,615181.0,0.0,0.0,65032.0,51127.0,1.67,0.0,0.0,1385.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2464,Morocco,MAR,2/10/2021,746116.0,0.0,0.0,130935.0,62531.0,2.02,0.0,0.0,1694.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2465,Morocco,MAR,2/11/2021,855318.0,0.0,0.0,109202.0,71942.0,2.32,0.0,0.0,1949.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2466,Morocco,MAR,2/12/2021,1112103.0,0.0,0.0,256785.0,100553.0,3.01,0.0,0.0,2724.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2467,Morocco,MAR,2/13/2021,1388539.0,0.0,0.0,276436.0,132082.0,3.76,0.0,0.0,3578.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2468,Morocco,MAR,2/14/2021,0.0,0.0,0.0,0.0,148680.0,0.0,0.0,0.0,4028.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2469,Morocco,MAR,2/15/2021,1707091.0,0.0,0.0,0.0,165277.0,4.62,0.0,0.0,4478.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2470,Morocco,MAR,2/16/2021,1904169.0,0.0,0.0,197078.0,184141.0,5.16,0.0,0.0,4989.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2471,Morocco,MAR,2/17/2021,2081013.0,0.0,0.0,176844.0,190700.0,5.64,0.0,0.0,5167.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2472,Morocco,MAR,2/18/2021,2233123.0,0.0,0.0,152110.0,196829.0,6.05,0.0,0.0,5333.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2473,Morocco,MAR,2/19/2021,2362150.0,2357283.0,4867.0,129027.0,178578.0,6.4,6.39,0.01,4838.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2474,Morocco,MAR,2/20/2021,2461192.0,2447716.0,13476.0,99042.0,153236.0,6.67,6.63,0.04,4152.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2475,Morocco,MAR,2/21/2021,0.0,0.0,0.0,0.0,138660.0,0.0,0.0,0.0,3757.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2476,Morocco,MAR,2/22/2021,2575684.0,2552017.0,23667.0,0.0,124085.0,6.98,6.91,0.06,3362.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/22.2.21.COVID-19.pdf
2477,Myanmar,MMR,1/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2478,Myanmar,MMR,1/27/2021,3800.0,0.0,0.0,3800.0,3800.0,0.01,0.0,0.0,70.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2479,Myanmar,MMR,1/28/2021,0.0,0.0,0.0,0.0,10178.0,0.0,0.0,0.0,187.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2480,Myanmar,MMR,1/29/2021,0.0,0.0,0.0,0.0,12305.0,0.0,0.0,0.0,226.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2481,Myanmar,MMR,1/30/2021,0.0,0.0,0.0,0.0,13368.0,0.0,0.0,0.0,246.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2482,Myanmar,MMR,1/31/2021,0.0,0.0,0.0,0.0,14006.0,0.0,0.0,0.0,257.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2483,Myanmar,MMR,2/1/2021,0.0,0.0,0.0,0.0,14431.0,0.0,0.0,0.0,265.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2484,Myanmar,MMR,2/2/2021,103142.0,0.0,0.0,0.0,14735.0,0.19,0.0,0.0,271.0,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
2485,Nepal,NPL,1/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2486,Nepal,NPL,1/27/2021,0.0,0.0,0.0,0.0,18862.0,0.0,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2487,Nepal,NPL,1/28/2021,0.0,0.0,0.0,0.0,18862.0,0.0,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2488,Nepal,NPL,1/29/2021,0.0,0.0,0.0,0.0,18862.0,0.0,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2489,Nepal,NPL,1/30/2021,0.0,0.0,0.0,0.0,18862.0,0.0,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2490,Nepal,NPL,1/31/2021,0.0,0.0,0.0,0.0,18862.0,0.0,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2491,Nepal,NPL,2/1/2021,113175.0,0.0,0.0,0.0,18862.0,0.39,0.0,0.0,647.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2492,Nepal,NPL,2/2/2021,0.0,0.0,0.0,0.0,18326.0,0.0,0.0,0.0,629.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2493,Nepal,NPL,2/3/2021,0.0,0.0,0.0,0.0,17789.0,0.0,0.0,0.0,611.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2494,Nepal,NPL,2/4/2021,158487.0,0.0,0.0,0.0,17252.0,0.54,0.0,0.0,592.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2495,Nepal,NPL,2/5/2021,0.0,0.0,0.0,0.0,16734.0,0.0,0.0,0.0,574.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2496,Nepal,NPL,2/6/2021,0.0,0.0,0.0,0.0,16216.0,0.0,0.0,0.0,557.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2497,Nepal,NPL,2/7/2021,0.0,0.0,0.0,0.0,15698.0,0.0,0.0,0.0,539.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2498,Nepal,NPL,2/8/2021,0.0,0.0,0.0,0.0,15179.0,0.0,0.0,0.0,521.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2499,Nepal,NPL,2/9/2021,0.0,0.0,0.0,0.0,15198.0,0.0,0.0,0.0,522.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2500,Nepal,NPL,2/10/2021,0.0,0.0,0.0,0.0,15217.0,0.0,0.0,0.0,522.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2501,Nepal,NPL,2/11/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2502,Nepal,NPL,2/12/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2503,Nepal,NPL,2/13/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2504,Nepal,NPL,2/14/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2505,Nepal,NPL,2/15/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2506,Nepal,NPL,2/16/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2507,Nepal,NPL,2/17/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2508,Nepal,NPL,2/18/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2509,Nepal,NPL,2/19/2021,0.0,0.0,0.0,0.0,15236.0,0.0,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2510,Nepal,NPL,2/20/2021,402264.0,0.0,0.0,0.0,15236.0,1.38,0.0,0.0,523.0,Oxford/AstraZeneca,Government of Nepal,https://drive.google.com/file/d/1I8b2_-9TGCbtwjmzUUHVhztotsZhTDLZ/view?usp=sharing
2511,Netherlands,NLD,1/6/2021,6000.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2512,Netherlands,NLD,1/7/2021,15000.0,0.0,0.0,9000.0,9000.0,0.09,0.0,0.0,525.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2513,Netherlands,NLD,1/8/2021,27000.0,0.0,0.0,12000.0,10500.0,0.16,0.0,0.0,613.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2514,Netherlands,NLD,1/9/2021,30000.0,0.0,0.0,3000.0,8000.0,0.18,0.0,0.0,467.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2515,Netherlands,NLD,1/10/2021,34000.0,0.0,0.0,4000.0,7000.0,0.2,0.0,0.0,409.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2516,Netherlands,NLD,1/11/2021,35500.0,0.0,0.0,1500.0,5900.0,0.21,0.0,0.0,344.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2517,Netherlands,NLD,1/12/2021,45000.0,0.0,0.0,9500.0,6500.0,0.26,0.0,0.0,379.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2518,Netherlands,NLD,1/13/2021,47000.0,0.0,0.0,2000.0,5857.0,0.27,0.0,0.0,342.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2519,Netherlands,NLD,1/14/2021,0.0,0.0,0.0,0.0,5143.0,0.0,0.0,0.0,300.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2520,Netherlands,NLD,1/15/2021,55000.0,0.0,0.0,0.0,4000.0,0.32,0.0,0.0,233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2521,Netherlands,NLD,1/16/2021,0.0,0.0,0.0,0.0,5143.0,0.0,0.0,0.0,300.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2522,Netherlands,NLD,1/17/2021,77000.0,0.0,0.0,0.0,6143.0,0.45,0.0,0.0,359.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2523,Netherlands,NLD,1/18/2021,0.0,0.0,0.0,0.0,7024.0,0.0,0.0,0.0,410.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2524,Netherlands,NLD,1/19/2021,0.0,0.0,0.0,0.0,6762.0,0.0,0.0,0.0,395.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2525,Netherlands,NLD,1/20/2021,100000.0,0.0,0.0,0.0,7571.0,0.58,0.0,0.0,442.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2526,Netherlands,NLD,1/21/2021,0.0,0.0,0.0,0.0,9500.0,0.0,0.0,0.0,554.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2527,Netherlands,NLD,1/22/2021,135000.0,0.0,0.0,0.0,11429.0,0.79,0.0,0.0,667.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2528,Netherlands,NLD,1/23/2021,0.0,0.0,0.0,0.0,11924.0,0.0,0.0,0.0,696.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2529,Netherlands,NLD,1/24/2021,163931.0,0.0,0.0,0.0,12419.0,0.96,0.0,0.0,725.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2530,Netherlands,NLD,1/25/2021,173638.0,0.0,0.0,9707.0,12710.0,1.01,0.0,0.0,742.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2531,Netherlands,NLD,1/26/2021,185356.0,0.0,0.0,11718.0,13289.0,1.08,0.0,0.0,776.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2532,Netherlands,NLD,1/27/2021,203450.0,0.0,0.0,18094.0,14779.0,1.19,0.0,0.0,863.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2533,Netherlands,NLD,1/28/2021,215498.0,0.0,0.0,12048.0,14000.0,1.26,0.0,0.0,817.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2534,Netherlands,NLD,1/29/2021,226298.0,0.0,0.0,10800.0,13043.0,1.32,0.0,0.0,761.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2535,Netherlands,NLD,1/30/2021,176286.0,0.0,0.0,-50012.0,3832.0,1.03,0.0,0.0,224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2536,Netherlands,NLD,1/31/2021,248055.0,0.0,0.0,71769.0,12018.0,1.45,0.0,0.0,701.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2537,Netherlands,NLD,2/1/2021,277275.0,0.0,0.0,29220.0,14805.0,1.62,0.0,0.0,864.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2538,Netherlands,NLD,2/2/2021,303702.0,0.0,0.0,26427.0,16907.0,1.77,0.0,0.0,987.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2539,Netherlands,NLD,2/3/2021,330494.0,0.0,0.0,26792.0,18149.0,1.93,0.0,0.0,1059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2540,Netherlands,NLD,2/4/2021,356517.0,0.0,0.0,26023.0,20146.0,2.08,0.0,0.0,1176.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2541,Netherlands,NLD,2/5/2021,382975.0,0.0,0.0,26458.0,22382.0,2.24,0.0,0.0,1306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2542,Netherlands,NLD,2/6/2021,414198.0,0.0,0.0,31223.0,33987.0,2.42,0.0,0.0,1983.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2543,Netherlands,NLD,2/7/2021,414858.0,0.0,0.0,660.0,23829.0,2.42,0.0,0.0,1391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2544,Netherlands,NLD,2/8/2021,434417.0,0.0,0.0,19559.0,22449.0,2.54,0.0,0.0,1310.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2545,Netherlands,NLD,2/9/2021,460252.0,0.0,0.0,25835.0,22364.0,2.69,0.0,0.0,1305.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2546,Netherlands,NLD,2/10/2021,489558.0,0.0,0.0,29306.0,22723.0,2.86,0.0,0.0,1326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2547,Netherlands,NLD,2/11/2021,518710.0,0.0,0.0,29152.0,23170.0,3.03,0.0,0.0,1352.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2548,Netherlands,NLD,2/12/2021,548430.0,0.0,0.0,29720.0,23636.0,3.2,0.0,0.0,1379.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
